id,name,position,team,now_cost,expected_points,total_points,minutes
214,Mike Trésor Ndayishimiye,MID,Burnley,44,0.23,1,2
215,Zian Flemming,FWD,Burnley,53,2.81,0,0
216,Zeki Amdouni,FWD,Burnley,48,0.0,0,0
217,Lyle Foster,FWD,Burnley,49,0.0,0,0
218,Ashley Barnes,FWD,Burnley,43,0.04,1,2
220,Robert Lynch Sánchez,GK,Chelsea,49,3.47,2,90
221,Filip Jörgensen,GK,Chelsea,43,0.03,0,0
223,Gabriel Słonina,GK,Chelsea,39,0.0,0,0
224,Marc Cucurella Saseta,DEF,Chelsea,62,3.39,0,0
225,Reece James,DEF,Chelsea,57,3.26,1,45
226,Trevoh Chalobah,DEF,Chelsea,56,4.56,1,90
227,Levi Samuels Colwill,DEF,Chelsea,48,0.0,0,0
228,Malo Gusto,DEF,Chelsea,50,2.77,1,90
229,Benoît Badiashile Mukinayi,DEF,Chelsea,44,0.32,0,0
230,Wesley Fofana,DEF,Chelsea,44,3.29,3,90
232,Tosin Adarabioyo,DEF,Chelsea,41,0.99,0,0
233,Josh Acheampong,DEF,Chelsea,38,0.32,0,45
235,Cole Palmer,MID,Chelsea,104,5.88,7,62
236,Pedro Lomba Neto,MID,Chelsea,73,4.25,1,45
237,Enzo Fernández,MID,Chelsea,64,4.38,9,90
238,Estêvão Almeida de Oliveira Gonçalves,MID,Chelsea,64,2.73,5,90
239,Jamie Bynoe-Gittens,MID,Chelsea,60,0.81,1,1
241,Moisés Caicedo Corozo,MID,Chelsea,57,3.85,1,90
242,Kiernan Dewsbury-Hall,MID,Everton,50,0.0,0,0
243,Tyrique George,MID,Chelsea,48,0.0,0,0
244,Roméo Lavia,MID,Chelsea,49,0.0,0,0
245,Mykhailo Mudryk,MID,Chelsea,49,0.0,0,0
246,Andrey Nascimento dos Santos,MID,Chelsea,45,1.15,1,3
247,Dário Luís Essugo,MID,Chelsea,43,0.0,0,0
249,João Pedro Junqueira de Jesus,FWD,Chelsea,72,4.53,1,27
250,Liam Delap,FWD,Chelsea,62,1.98,2,86
252,Marc Guiu Paz,FWD,Chelsea,43,0.57,0,0
253,Dean Henderson,GK,Crystal Palace,51,3.5,3,90
254,Walter Benítez,GK,Crystal Palace,40,0.03,0,0
255,Remi Matthews,GK,Crystal Palace,39,0.0,0,0
256,Daniel Muñoz Mejía,DEF,Crystal Palace,58,0.0,0,0
257,Maxence Lacroix,DEF,Crystal Palace,52,4.47,2,90
258,Tyrick Mitchell,DEF,Crystal Palace,50,4.2,4,90
259,Borna Sosa,DEF,Crystal Palace,48,0.27,1,1
260,Marc Guéhi,DEF,Crystal Palace,53,4.09,2,90
261,Chris Richards,DEF,Crystal Palace,45,1.44,0,0
262,Chadi Riad Dnanou,DEF,Crystal Palace,40,0.0,0,0
263,Nathaniel Clyne,DEF,Crystal Palace,38,3.56,7,90
265,Caleb Kporha,DEF,Crystal Palace,40,0.0,0,0
266,Eberechi Eze,MID,Arsenal,75,3.56,0,0
267,Ismaïla Sarr,MID,Crystal Palace,64,0.0,0,0
268,Cheick Doucouré,MID,Crystal Palace,49,0.0,0,0
269,Romain Esse,MID,Crystal Palace,47,0.32,1,8
270,Will Hughes,MID,Crystal Palace,47,2.6,1,56
271,Daichi Kamada,MID,Crystal Palace,50,0.0,0,0
272,Jefferson Lerma Solís,MID,Crystal Palace,49,3.06,2,90
273,Adam Wharton,MID,Crystal Palace,50,3.68,2,90
274,Asher Agbinone,MID,Crystal Palace,43,0.01,0,0
275,Naouirou Ahamada,MID,Crystal Palace,43,0.01,0,0
276,Justin Devenny,MID,Crystal Palace,43,1.72,2,81
281,Kaden Rodney,MID,Crystal Palace,44,0.01,0,0
283,Jean-Philippe Mateta,FWD,Crystal Palace,77,4.42,9,90
284,Eddie Nketiah,FWD,Crystal Palace,54,2.55,0,0
286,Zach Marsh,FWD,Crystal Palace,45,0.02,0,0
287,Jordan Pickford,GK,Everton,55,3.37,10,90
288,Mark Travers,GK,Everton,43,0.03,0,0
289,Harry Tyrer,GK,Everton,39,0.0,0,0
290,Jarrad Branthwaite,DEF,Everton,53,0.0,0,0
291,James Tarkowski,DEF,Everton,55,4.02,9,90
292,Vitalii Mykolenko,DEF,Everton,49,3.33,8,90
293,Jake O'Brien,DEF,Everton,49,2.82,8,90
294,Séamus Coleman,DEF,Everton,42,0.08,0,0
295,Michael Keane,DEF,Everton,48,3.53,0,0
296,Nathan Patterson,DEF,Everton,44,0.2,8,71
297,Roman Dixon,DEF,Everton,38,0.04,0,0
298,Reece Welch,DEF,Everton,38,0.05,0,0
299,Iliman Ndiaye,MID,Everton,62,0.0,0,0
300,Dwight McNeil,MID,Everton,55,3.08,6,90
301,Carlos Alcaraz Durán,MID,Everton,52,3.24,0,0
302,Idrissa Gana Gueye,MID,Everton,54,0.0,0,0
303,James Garner,MID,Everton,50,3.45,16,90
304,Tim Iroegbunam,MID,Everton,48,2.91,5,90
306,Callum Bates,MID,Everton,43,0.01,0,0
307,Coby Ebere,MID,Everton,44,0.01,0,0
310,Thierno Barry,FWD,Everton,57,3.28,6,84
311,Norberto Bercique Gomes Betuncal,FWD,Everton,50,1.4,1,5
314,Bernd Leno,GK,Fulham,49,3.26,2,90
316,Antonee Robinson,DEF,Fulham,49,3.75,2,90
317,Joachim Andersen,DEF,Fulham,46,4.27,3,90
318,Calvin Bassey,DEF,Fulham,45,0.0,0,0
319,Timothy Castagne,DEF,Fulham,43,0.96,0,39
320,Issa Diop,DEF,Fulham,43,1.12,0,0
321,Jorge Cuenca Barreno,DEF,Fulham,43,3.56,3,90
322,Kenny Tete,DEF,Fulham,45,3.68,1,50
323,Samuel Amissah,DEF,Fulham,38,0.06,0,0
324,Alex Iwobi,MID,Fulham,63,0.0,0,0
325,Emile Smith Rowe,MID,Fulham,56,3.1,1,90
326,Adama Traoré Diarra,MID,Fulham,51,2.46,1,5
328,Ryan Sessegnon,MID,Fulham,54,0.0,0,0
329,Harry Wilson,MID,Fulham,58,3.7,2,84
330,Sander Berge,MID,Fulham,49,2.64,2,67
331,Tom Cairney,MID,Fulham,48,0.21,6,22
332,Saša Lukić,MID,Fulham,49,2.89,6,90
335,Josh King,MID,Fulham,45,2.41,0,0
336,Harrison Reed,MID,Fulham,43,0.06,1,5
337,Raúl Jiménez Rodríguez,FWD,Fulham,63,3.84,2,90
338,Rodrigo Muniz Carvalho,FWD,Fulham,53,0.0,0,0
339,Illan Meslier,GK,Leeds,42,0.0,0,0
340,Alex Cairns,GK,Leeds,39,0.0,0,0
341,Karl Darlow,GK,Leeds,39,0.02,0,0
342,Jayden Bogle,DEF,Leeds,44,2.25,1,7
343,Pascal Struijk,DEF,Leeds,43,2.69,8,90
344,Jaka Bijol,DEF,Leeds,39,2.69,7,90
345,Sebastiaan Bornauw,DEF,Leeds,38,0.08,6,82
346,Sam Byram,DEF,Leeds,38,0.12,0,0
347,Gabriel Gudmundsson,DEF,Leeds,38,2.44,8,90
348,Joe Rodon,DEF,Leeds,40,0.0,0,0
350,Brenden Aaronson,MID,Leeds,54,3.24,3,69
351,Wilfried Gnonto,MID,Leeds,52,1.0,0,0
352,Jack Harrison,MID,Leeds,51,0.61,0,0
353,Daniel James,MID,Leeds,53,0.0,0,0
354,Ethan Ampadu,MID,Leeds,49,2.94,4,90
356,Ilia Gruev,MID,Leeds,47,1.44,3,90
358,Tanaka Ao,MID,Leeds,48,2.73,1,1
362,Joël Piroe,FWD,Leeds,49,0.49,0,0
365,Lukas Nmecha,FWD,Leeds,50,2.66,2,69
366,Alisson Becker,GK,Liverpool,54,3.58,6,90
367,Giorgi Mamardashvili,GK,Liverpool,42,0.03,0,0
368,Ármin Pécsi,GK,Liverpool,39,0.0,0,0
369,Freddie Woodman,GK,Liverpool,39,0.0,0,0
370,Jeremie Frimpong,DEF,Liverpool,57,3.01,6,83
371,Milos Kerkez,DEF,Liverpool,56,3.52,1,24
372,Andrew Robertson,DEF,Liverpool,58,1.67,6,65
373,Virgil van Dijk,DEF,Liverpool,59,4.86,6,90
374,Ibrahima Konaté,DEF,Liverpool,54,4.45,7,90
375,Conor Bradley,DEF,Liverpool,50,2.01,6,78
376,Joe Gomez,DEF,Liverpool,49,0.0,0,0
378,Amara Nallo,DEF,Liverpool,37,0.01,0,0
379,Rhys Williams,DEF,Liverpool,38,0.01,0,0
380,Calvin Ramsay,DEF,Liverpool,38,0.01,0,0
381,Mohamed Salah,MID,Liverpool,140,0.0,0,0
382,Florian Wirtz,MID,Liverpool,82,4.41,3,65
384,Cody Gakpo,MID,Liverpool,73,2.86,1,24
385,Federico Chiesa,MID,Liverpool,63,1.53,1,11
386,Alexis Mac Allister,MID,Liverpool,62,3.79,1,24
387,Dominik Szoboszlai,MID,Liverpool,66,5.7,3,90
388,Curtis Jones,MID,Liverpool,54,3.59,3,65
389,Harvey Elliott,MID,Aston Villa,52,0.0,0,0
390,Ryan Gravenberch,MID,Liverpool,57,3.28,5,90
391,Ben Gannon-Doak,MID,Bournemouth,48,0.0,0,0
392,Endo Wataru,MID,Liverpool,49,0.53,0,0
393,Stefan Bajčetić Maquieira,MID,Liverpool,43,0.01,0,0
396,Trey Nyoni,MID,Liverpool,43,0.01,0,0
398,Jayden Danns,FWD,Liverpool,43,0.02,0,0
400,Stefan Ortega Moreno,GK,Man City,47,0.0,0,0
401,Marcus Bettinelli,GK,Man City,39,0.0,0,0
402,Rayan Aït-Nouri,DEF,Man City,57,0.0,0,0
403,Joško Gvardiol,DEF,Man City,60,4.71,1,33
405,Nathan Aké,DEF,Man City,53,1.38,8,90
406,Abdukodir Khusanov,DEF,Man City,54,1.31,0,0
407,Matheus Nunes,DEF,Man City,54,4.03,11,90
408,Rúben dos Santos Gato Alves Dias,DEF,Man City,57,4.45,6,90
409,John Stones,DEF,Man City,54,0.0,0,0
410,Rico Lewis,DEF,Man City,47,0.94,0,0
411,Nico O'Reilly,DEF,Man City,53,4.68,1,56
413,Omar Marmoush,MID,Man City,83,0.0,0,0
414,Phil Foden,MID,Man City,90,5.36,3,90
415,Sávio Moreira de Oliveira,MID,Man City,69,1.83,1,50
416,Bernardo Mota Veiga de Carvalho e Silva,MID,Man City,62,3.31,3,84
417,Rayan Cherki,MID,Man City,67,4.24,5,90
418,Jérémy Doku,MID,Man City,64,0.0,1,39
419,Jack Grealish,MID,Everton,65,3.43,1,18
421,Rodrigo 'Rodri' Hernandez Cascante,MID,Man City,63,1.99,1,45
422,Mateo Kovačić,MID,Man City,59,0.0,0,0
423,Nico González Iglesias,MID,Man City,59,2.36,1,45
424,Oscar Bobb,MID,Man City,51,0.74,0,0
426,James McAtee,MID,Nott'm Forest,50,1.27,0,0
427,Tijjani Reijnders,MID,Man City,52,3.64,1,5
429,Kalvin Phillips,MID,Man City,48,0.01,0,0
430,Erling Haaland,FWD,Man City,151,7.11,2,90
431,Altay Bayındır,GK,Man Utd,48,0.04,0,0
434,Tom Heaton,GK,Man Utd,39,0.0,0,0
435,Dermot Mee,GK,Man Utd,39,0.0,0,0
436,Matthijs de Ligt,DEF,Man Utd,49,0.2,0,0
437,Lisandro Martínez,DEF,Man Utd,48,4.28,2,90
438,Noussair Mazraoui,DEF,Man Utd,49,0.0,0,0
439,Diego León Blanco,DEF,Man Utd,42,0.28,0,0
440,Diogo Dalot Teixeira,DEF,Man Utd,45,4.89,2,90
441,Patrick Dorgu,DEF,Man Utd,42,5.16,2,90
442,Harry Maguire,DEF,Man Utd,43,0.19,0,0
443,Luke Shaw,DEF,Man Utd,45,3.74,2,90
444,Leny Yoro,DEF,Man Utd,43,3.36,1,15
446,Tyler Fredricson,DEF,Man Utd,38,0.09,0,0
447,Ayden Heaven,DEF,Man Utd,38,3.92,2,74
448,Tyrell Malacia,DEF,Man Utd,38,0.02,0,0
449,Bruno Borges Fernandes,MID,Man Utd,91,0.0,0,0
450,Matheus Santos Carneiro da Cunha,MID,Man Utd,81,6.97,2,90
452,Amad Diallo,MID,Man Utd,63,0.0,0,0
453,Alejandro Garnacho Ferreyra,MID,Chelsea,64,2.63,4,45
455,Mason Mount,MID,Man Utd,59,3.77,0,0
456,Jadon Sancho,MID,Aston Villa,58,2.45,2,60
457,Carlos Henrique Casimiro,MID,Man Utd,55,4.52,6,90
458,Kobbie Mainoo,MID,Man Utd,46,0.9,0,0
459,Manuel Ugarte Ribeiro,MID,Man Utd,47,3.6,2,74
461,Jayce Fitzgerald,MID,Man Utd,44,0.02,0,0
462,Jack Fletcher,MID,Man Utd,43,0.94,1,45
463,Sékou Koné,MID,Man Utd,43,0.02,0,0
466,Joshua Zirkzee,FWD,Man Utd,58,2.36,8,45
467,Chido Obi,FWD,Man Utd,42,0.06,0,0
469,Nick Pope,GK,Newcastle,51,2.02,2,90
470,Martin Dúbravka,GK,Burnley,40,2.71,2,90
471,Mark Gillespie,GK,Newcastle,39,0.0,0,0
473,Lewis Hall,DEF,Newcastle,52,5.03,4,90
474,Fabian Schär,DEF,Newcastle,53,4.93,4,90
475,Sven Botman,DEF,Newcastle,49,0.0,0,0
476,Dan Burn,DEF,Newcastle,51,0.0,0,0
477,Tino Livramento,DEF,Newcastle,49,0.0,0,0
478,Kieran Trippier,DEF,Newcastle,49,0.0,0,0
479,Emil Krafth,DEF,Newcastle,43,0.0,0,0
480,Jamaal Lascelles,DEF,Newcastle,43,0.18,0,0
481,Alex Murphy,DEF,Newcastle,38,0.68,0,0
482,Harrison Ashby,DEF,Newcastle,39,0.02,0,0
483,Miodrag Pivaš,DEF,Newcastle,38,0.0,0,0
485,Anthony Gordon,MID,Newcastle,74,4.43,5,79
486,Anthony Elanga,MID,Newcastle,65,0.88,0,0
487,Harvey Barnes,MID,Newcastle,61,2.85,2,71
488,Bruno Guimarães Rodriguez Moura,MID,Newcastle,70,4.01,10,90
489,Jacob Murphy,MID,Newcastle,60,3.32,1,18
490,Joelinton Cássio Apolinário de Lira,MID,Newcastle,59,2.13,8,90
491,Sandro Tonali,MID,Newcastle,53,3.47,2,90
493,Sean Longstaff,MID,Leeds,48,0.0,0,0
494,Joe Willock,MID,Newcastle,50,2.05,1,1
497,Lewis Miley,MID,Newcastle,45,3.01,4,90
499,Alexander Isak,FWD,Liverpool,103,0.0,0,0
500,William Osula,FWD,Newcastle,54,0.64,0,0
501,Sean Neave,FWD,Newcastle,43,0.02,0,0
502,Matz Sels,GK,Nott'm Forest,46,0.36,0,0
505,Nikola Milenković,DEF,Nott'm Forest,51,4.36,1,90
506,Murillo Costa dos Santos,DEF,Nott'm Forest,52,4.62,1,90
507,Ola Aina,DEF,Nott'm Forest,47,0.0,0,0
508,Neco Williams,DEF,Nott'm Forest,47,4.2,1,90
510,Jair Paula da Cunha Filho,DEF,Nott'm Forest,43,0.25,0,0
511,Felipe Rodrigues da Silva,DEF,Nott'm Forest,43,1.05,0,0
513,Zach Abbott,DEF,Nott'm Forest,38,0.1,0,0
514,Willy Boly,DEF,Nott'm Forest,38,0.0,0,0
515,Morgan Gibbs-White,MID,Nott'm Forest,73,4.48,2,90
516,Callum Hudson-Odoi,MID,Nott'm Forest,57,1.62,2,74
517,Elliot Anderson,MID,Nott'm Forest,53,4.78,4,90
519,Nicolás Domínguez,MID,Nott'm Forest,50,1.78,1,45
521,Ibrahim Sangaré,MID,Nott'm Forest,49,0.0,0,0
522,Ryan Yates,MID,Nott'm Forest,47,0.0,0,0
525,Chris Wood,FWD,Nott'm Forest,72,0.0,0,0
526,Igor Jesus Maciel da Cruz,FWD,Nott'm Forest,58,3.9,2,61
527,Taiwo Awoniyi,FWD,Nott'm Forest,52,0.69,1,28
528,Anthony Patterson,GK,Sunderland,42,0.02,0,0
529,Simon Moore,GK,Sunderland,39,0.0,0,0
530,Blondy Nna Noukeu,GK,Sunderland,39,0.0,0,0
531,Daniel Ballard,DEF,Sunderland,47,2.22,0,0
532,Trai Hume,DEF,Sunderland,45,2.08,6,90
533,Aji Alese,DEF,Sunderland,40,0.0,0,0
534,Joe Anderson,DEF,Sunderland,39,0.0,0,0
535,Dennis Cirkin,DEF,Sunderland,40,0.74,8,90
536,Leo Fuhr Hjelde,DEF,Sunderland,40,0.0,0,0
538,Zak Johnson,DEF,Sunderland,39,0.0,0,0
539,Luke O'Nien,DEF,Sunderland,40,0.09,0,0
540,Timothée Pembélé,DEF,Sunderland,39,0.0,0,0
541,Reinildo Mandava,DEF,Sunderland,39,0.0,0,0
543,Simon Adingra,MID,Sunderland,49,2.58,2,71
544,Habib Diarra,MID,Sunderland,53,0.0,0,0
547,Enzo Le Fée,MID,Sunderland,49,3.13,5,90
548,Romaine Mundle,MID,Sunderland,49,1.48,1,18
549,Dan Neil,MID,Sunderland,48,0.86,0,0
550,Ian Poveda-Ocampo,MID,Sunderland,48,0.0,0,0
551,Chris Rigg,MID,Sunderland,47,2.36,0,0
552,Noah Sadiki,MID,Sunderland,50,0.0,0,0
553,Chemsdine Talbi,MID,Sunderland,49,0.0,0,0
554,Abdoullah Ba,MID,Sunderland,43,0.0,0,0
557,Harrison Jones,MID,Sunderland,43,0.0,0,0
558,Jay Matete,MID,Sunderland,43,0.0,0,0
560,Wilson Isidor,FWD,Sunderland,54,1.78,1,32
561,Eliezer Mayenda Dossou,FWD,Sunderland,52,1.26,2,90
562,Ahmed Abdullahi,FWD,Sunderland,43,0.03,0,0
565,Guglielmo Vicario,GK,Spurs,48,3.29,5,90
566,Brandon Austin,GK,Spurs,39,0.0,0,0
567,Antonín Kinský,GK,Spurs,39,0.03,0,0
568,Pedro Porro Sauceda,DEF,Spurs,52,3.71,10,90
569,Cristian Romero,DEF,Spurs,50,3.86,9,90
570,Kevin Danso,DEF,Spurs,42,0.45,0,0
571,Ben Davies,DEF,Spurs,43,0.06,0,0
572,Radu Drăgușin,DEF,Spurs,45,0.0,0,0
573,Djed Spence,DEF,Spurs,43,2.94,6,90
574,Destiny Udogie,DEF,Spurs,43,0.0,0,0
575,Micky van de Ven,DEF,Spurs,45,3.2,6,90
577,Takai Kōta,DEF,Spurs,40,0.0,0,0
